document_id,program_name,methodunit_code,methodunit_name,candidate_type,document_title,document_category,document_url,source_url,extraction_method,review_status,evidence_stage,notes,extracted_at
22753d9978c5c9d8,Climate Action Reserve,,U.S. Urban Forest Management,methodunit_candidate,U.S. Urban Forest Management,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/ncs/urban-forest/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
d782661b975788e2,Climate Action Reserve,,U.S. Urban Tree Planting,methodunit_candidate,U.S. Urban Tree Planting,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/ncs/urban-forest/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
d28e37b5ae3c74f9,Climate Action Reserve,,Argentina Landfill,methodunit_candidate,Argentina Landfill,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/argentina-landfill/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
8ea2d4b28b5f197d,Climate Action Reserve,,Argentina Livestock,methodunit_candidate,Argentina Livestock,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/argentina-livestock/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
be17357d6976ab95,Climate Action Reserve,,Chile Landfill,methodunit_candidate,Chile Landfill,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/chile-landfill/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
9dc460eb10a12919,Climate Action Reserve,,Dominican Republic Livestock,methodunit_candidate,Dominican Republic Livestock,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/dominican-republic-livestock/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
ddaebfc250750989,Climate Action Reserve,,Mexico Landfill,methodunit_candidate,Mexico Landfill,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/mexico-landfill/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
192fbb1dad50882b,Climate Action Reserve,,Mexico Livestock,methodunit_candidate,Mexico Livestock,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/mexico-livestock/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
131f92d271038e13,Climate Action Reserve,,U.S. Coal Mine Methane,methodunit_candidate,U.S. Coal Mine Methane,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/coal-mine-methane/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
7bc5b34ed6689d03,Climate Action Reserve,,U.S. Early Plugging of Marginal Oil and Gas Wells,methodunit_candidate,U.S. Early Plugging of Marginal Oil and Gas Wells,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/us-early-plugging-of-marginal-oil-and-gas-wells/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
fb4cdcd5a0b3ceee,Climate Action Reserve,,U.S. Landfill,methodunit_candidate,U.S. Landfill,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/us-landfill/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
c3f01785f25253a5,Climate Action Reserve,,U.S. Livestock,methodunit_candidate,U.S. Livestock,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/us-livestock/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
bc36b8cfabed346e,Climate Action Reserve,,U.S. Organic Waste Composting,methodunit_candidate,U.S. Organic Waste Composting,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/organic-waste-composting/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
80cc7ca9e9a3443f,Climate Action Reserve,,U.S. Organic Waste Digestion,methodunit_candidate,U.S. Organic Waste Digestion,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/waste/organic-waste-digestion/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
752cebb94c118c2d,Climate Action Reserve,,Article 5 Ozone Depleting Substances,methodunit_candidate,Article 5 Ozone Depleting Substances,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/ozone-depleting-substances/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
fbe974971af1303a,Climate Action Reserve,,China Adipic Acid Production,methodunit_candidate,China Adipic Acid Production,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/china-adipic-acid/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
8a8e61e6d14f5e3b,Climate Action Reserve,,India Nitric Acid Production,methodunit_candidate,India Nitric Acid Production,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/india-nitric-acid-production/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
d4e70522b2f61a1e,Climate Action Reserve,,Mexico Boiler Efficiency,methodunit_candidate,Mexico Boiler Efficiency,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/mexico-boiler-efficiency/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
56b4b7859fe17ae7,Climate Action Reserve,,Mexico Halocarbon/ ODS,methodunit_candidate,Mexico Halocarbon/ ODS,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/mexico-halocarbon/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
e8b9790f37592dc5,Climate Action Reserve,,U.S. Adipic Acid Production,methodunit_candidate,U.S. Adipic Acid Production,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/adipic-acid-production/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
e2864fce94312fde,Climate Action Reserve,,U.S. Low-Carbon Cement,methodunit_candidate,U.S. Low-Carbon Cement,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/low-carbon-cement/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
296e836f94de96a5,Climate Action Reserve,,U.S. Nitric Acid Production,methodunit_candidate,U.S. Nitric Acid Production,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/nitric-acid-production/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
f22db40a296b29e8,Climate Action Reserve,,U.S. Ozone Depleting Substances,methodunit_candidate,U.S. Ozone Depleting Substances,methodology_or_protocol_record,https://climateactionreserve.org/how/protocols/industrial/ozone-depleting-substances/,https://climateactionreserve.org/how/protocols/,table_parse,pending_review,candidate_methodology_record,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
f8911cf4b9165b7d,Climate Action Reserve,,Program Manuals and Policies,supporting_document,Program Manuals and Policies,supporting_evidence_link,https://climateactionreserve.org/how/program-resources/program-manual/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
a6fbe84b1333c915,Climate Action Reserve,,Program-wide Project Forms,supporting_document,Program-wide Project Forms,supporting_evidence_link,https://climateactionreserve.org/how/program-resources/forms/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
3a3e7cacbc272314,Climate Action Reserve,,Program FAQ,supporting_document,Program FAQ,supporting_evidence_link,https://climateactionreserve.org/how/program-resources/programfaq/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
2d6962eef76c342e,Climate Action Reserve,,Protocols & Protocol-specific Documents,supporting_document,Protocols & Protocol-specific Documents,supporting_evidence_link,https://climateactionreserve.org/how/protocols/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
e36eb7784942e1e0,Climate Action Reserve,,Natural Climate Solutions,navigation_link,Natural Climate Solutions,navigation_reference,https://climateactionreserve.org/how/protocols/#ncs,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,reference_or_review,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
10a9ac88aba455e5,Climate Action Reserve,,Canada Grassland,supporting_document,Canada Grassland,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/canada-grassland/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
5fb609c650937c27,Climate Action Reserve,,Guatemala Forest,supporting_document,Guatemala Forest,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/guatemala-forest/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
5929f1f79f0be72d,Climate Action Reserve,,Mexico Forest,supporting_document,Mexico Forest,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/mexico-forest/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
1aab969b27cf7f6b,Climate Action Reserve,,Mexico Forest Protocol Development,development_page,Mexico Forest Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/ncs/mexico-forest/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
7f6954f0073cd9f7,Climate Action Reserve,,Workgroup Meetings,development_page,Workgroup Meetings,development_or_consultation_page,https://climateactionreserve.org/how/protocols/ncs/mexico-forest/workgroup-meetings/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
a902b952c391efc7,Climate Action Reserve,,Panama Forest,supporting_document,Panama Forest,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/panama-forest/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
deefb22926fa5208,Climate Action Reserve,,U.S. and Canada Biochar,supporting_document,U.S. and Canada Biochar,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/biochar/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
c731bb95ccaa3966,Climate Action Reserve,,U.S. and Canada Biochar Protocol Development,development_page,U.S. and Canada Biochar Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/ncs/biochar/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
629b3668076641ae,Climate Action Reserve,,U.S. Forest,supporting_document,U.S. Forest,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/forest/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
2e8d5304cfbfdc74,Climate Action Reserve,,Biomass Equations,supporting_document,Biomass Equations,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/forest/biomass-equations/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
14ec92c43a2df2d6,Climate Action Reserve,,Assessment Area Data,supporting_document,Assessment Area Data,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/forest/assessment-area-data/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
3a47e3b8f2b47ba5,Climate Action Reserve,,Monitoring Calculation Worksheet,navigation_link,Monitoring Calculation Worksheet,navigation_reference,https://climateactionreserve.org/how/protocols/forest/#monitoring_calculation_worksheet,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,reference_or_review,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
6b6c64c4bf3215a5,Climate Action Reserve,,Project Implementation Agreement,navigation_link,Project Implementation Agreement,navigation_reference,https://climateactionreserve.org/how/protocols/forest/#project_implementation_agreement,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,reference_or_review,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
e7cd8deb350f923a,Climate Action Reserve,,Sequential Sampling Verification Workbook,supporting_document,Sequential Sampling Verification Workbook,supporting_evidence_link,https://climateactionreserve.org/how/protocols/forest/#sequential_sampling_verification_workbook,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
90d080803eccea69,Climate Action Reserve,,Reserve Guidelines for Aggregating Forest Projects,supporting_document,Reserve Guidelines for Aggregating Forest Projects,supporting_evidence_link,https://climateactionreserve.org/how/protocols/forest/#reserve_guidelines_for_aggregating_forest_projects,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
b366f59d173f4aa6,Climate Action Reserve,,Forest Protocol White Papers,navigation_link,Forest Protocol White Papers,navigation_reference,https://climateactionreserve.org/how/protocols/forest/#forest_protocol_white_papers,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,reference_or_review,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
d8d7c9f0454cc70c,Climate Action Reserve,,U.S. Grassland,supporting_document,U.S. Grassland,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/grassland/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
8e8c07af764f9644,Climate Action Reserve,,U.S. Grassland Protocol Development,development_page,U.S. Grassland Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/ncs/grassland/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
bebdd1f1f58db5a9,Climate Action Reserve,,Grassland Protocol Revision,development_page,Grassland Protocol Revision,development_or_consultation_page,https://climateactionreserve.org/?page_id=13246,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
30d73d6566b5cb74,Climate Action Reserve,,U.S. Nitrogen Management,supporting_document,U.S. Nitrogen Management,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/nitrogen-management/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
5f4145f40bfaf607,Climate Action Reserve,,U.S. Nitrogen Management Protocol Development,development_page,U.S. Nitrogen Management Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/ncs/nitrogen-management/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
9abdd41bd542442e,Climate Action Reserve,,Nitrogen Management Protocol: Submitting Data for Future Expansion,supporting_document,Nitrogen Management Protocol: Submitting Data for Future Expansion,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/nitrogen-management/data-submittal/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
e8c893e7166f1832,Climate Action Reserve,,U.S. Rice Cultivation,supporting_document,U.S. Rice Cultivation,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/rice-cultivation/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
1bd56260cc7bcd73,Climate Action Reserve,,U.S. Rice Cultivation Protocol Development,development_page,U.S. Rice Cultivation Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/ncs/rice-cultivation/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
9907b95b3cc4d4aa,Climate Action Reserve,,U.S. Soil Enrichment,supporting_document,U.S. Soil Enrichment,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/soil-enrichment/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
1c3f9e1c10d8916e,Climate Action Reserve,,U.S. Urban Forest Management,supporting_document,U.S. Urban Forest Management,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/urban-forest/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
8d2fcbfd08b64e25,Climate Action Reserve,,U.S. Urban Forest Protocol Development,development_page,U.S. Urban Forest Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/ncs/urban-forest/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
8c8a8e55aa68357b,Climate Action Reserve,,U.S. Urban Tree Planting,supporting_document,U.S. Urban Tree Planting,supporting_evidence_link,https://climateactionreserve.org/how/protocols/ncs/urban-forest/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
d1c7df0c27d41e5c,Climate Action Reserve,,Waste Handling & Methane Destruction,navigation_link,Waste Handling & Methane Destruction,navigation_reference,https://climateactionreserve.org/how/protocols/#waste,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,reference_or_review,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
6327bcc217bcadeb,Climate Action Reserve,,Argentina Landfill,supporting_document,Argentina Landfill,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/argentina-landfill/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
58823ea81fa476ab,Climate Action Reserve,,Argentina Livestock,supporting_document,Argentina Livestock,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/argentina-livestock/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
638d34d6ab97e5fa,Climate Action Reserve,,Chile Landfill,supporting_document,Chile Landfill,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/chile-landfill/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
529b73ac5bfcb5fe,Climate Action Reserve,,Dominican Republic Livestock,supporting_document,Dominican Republic Livestock,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/dominican-republic-livestock/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
2e705a70f01cb65e,Climate Action Reserve,,Mexico Landfill,supporting_document,Mexico Landfill,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/mexico-landfill/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
822b43818dae9830,Climate Action Reserve,,Mexico Landfill Protocol Development,development_page,Mexico Landfill Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/waste/mexico-landfill/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
9fc98d3cd9daac01,Climate Action Reserve,,Mexico Livestock,supporting_document,Mexico Livestock,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/mexico-livestock/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
f76943d4455485d6,Climate Action Reserve,,Mexico Livestock Project Protocol Development,development_page,Mexico Livestock Project Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/waste/mexico-livestock/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
4a0f2bc44d696656,Climate Action Reserve,,U.S. Coal Mine Methane,supporting_document,U.S. Coal Mine Methane,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/coal-mine-methane/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
42a070c88c5e9f03,Climate Action Reserve,,U.S. Coal Mine Methane Protocol Development,development_page,U.S. Coal Mine Methane Protocol Development,development_or_consultation_page,https://climateactionreserve.org/how/protocols/waste/coal-mine-methane/dev/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,methodology_development,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
f666ad670958a627,Climate Action Reserve,,Coal Mine Methane Project Protocol FAQs,supporting_document,Coal Mine Methane Project Protocol FAQs,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/coal-mine-methane/faq/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
354a8ae3754d13ad,Climate Action Reserve,,U.S. Early Plugging of Marginal Oil and Gas Wells,supporting_document,U.S. Early Plugging of Marginal Oil and Gas Wells,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/us-early-plugging-of-marginal-oil-and-gas-wells/dev,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
088e09679fe0bbff,Climate Action Reserve,,U.S. Landfill,supporting_document,U.S. Landfill,supporting_evidence_link,https://climateactionreserve.org/how/protocols/waste/us-landfill/,https://climateactionreserve.org/how/protocols/,link_parse,pending_review,supporting_evidence,Candidate protocol from Climate Action Reserve public protocols page.,2026-07-05T22:23:57
